icd_code;diagnose_name;description
T86.40;Akute Funktionsverschlechterung eines Lebertransplantates;Versagen und Abstoßung von transplantierten Organen und Geweben
T86.41;Chronische Funktionsverschlechterung eines Lebertransplantates;Versagen und Abstoßung von transplantierten Organen und Geweben
T86.49;Sonstige und nicht näher bezeichnete Funktionsstörung, Versagen und Abstoßung eines Lebertransplantates;Versagen und Abstoßung von transplantierten Organen und Geweben
T86.5-;Versagen und Abstoßung eines Hauttransplantates;Versagen und Abstoßung von transplantierten Organen und Geweben
T86.50;Durchblutungsstörung eines Hauttransplantates;Versagen und Abstoßung von transplantierten Organen und Geweben
T86.51;Nekrose eines Hauttransplantates;Versagen und Abstoßung von transplantierten Organen und Geweben
T86.52;Verlust eines Hauttransplantates;Versagen und Abstoßung von transplantierten Organen und Geweben
T86.59;Sonstiges und nicht näher bezeichnetes Versagen und Abstoßung eines Hauttransplantates;Versagen und Abstoßung von transplantierten Organen und Geweben
T86.8-;Versagen und Abstoßung sonstiger transplantierter Organe und Gewebe;Versagen und Abstoßung von transplantierten Organen und Geweben
T86.81;Versagen und Abstoßung: Lungentransplantat;Versagen und Abstoßung von transplantierten Organen und Geweben
T86.82;Versagen und Abstoßung: Pankreastransplantat;Versagen und Abstoßung von transplantierten Organen und Geweben
T86.83;Versagen und Abstoßung: Hornhauttransplantat des Auges;Versagen und Abstoßung von transplantierten Organen und Geweben
T86.84;Versagen und Abstoßung: Mammatransplantat ohne Hautanteil;Versagen und Abstoßung von transplantierten Organen und Geweben
T86.88;Versagen und Abstoßung: Sonstige transplantierte Organe und Gewebe;Versagen und Abstoßung von transplantierten Organen und Geweben
T86.9;Versagen und Abstoßung eines nicht näher bezeichneten transplantierten Organs und Gewebes;Versagen und Abstoßung von transplantierten Organen und Geweben
T87.-;Komplikationen, die für Replantation und Amputation bezeichnend sind;Komplikationen, die für Replantation und Amputation bezeichnend sind
T87.0;Komplikationen durch replantierte (Teile der) obere(n) Extremität;Komplikationen, die für Replantation und Amputation bezeichnend sind
T87.1;Komplikationen durch replantierte (Teile der) untere(n) Extremität;Komplikationen, die für Replantation und Amputation bezeichnend sind
T87.2;Komplikationen durch sonstigen replantierten Körperteil;Komplikationen, die für Replantation und Amputation bezeichnend sind
T87.3;Neurom des Amputationsstumpfes;Komplikationen, die für Replantation und Amputation bezeichnend sind
T87.4;Infektion des Amputationsstumpfes;Komplikationen, die für Replantation und Amputation bezeichnend sind
T87.5;Nekrose des Amputationsstumpfes;Komplikationen, die für Replantation und Amputation bezeichnend sind
T87.6;Sonstige und nicht näher bezeichnete Komplikationen am Amputationsstumpf;Komplikationen, die für Replantation und Amputation bezeichnend sind
T88.-;Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert;Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert
T88.0;Infektion nach Impfung [Immunisierung];Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert
T88.1;Sonstige Komplikationen nach Impfung [Immunisierung], anderenorts nicht klassifiziert;Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert
T88.2;Schock durch Anästhesie;Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert
T88.3;Maligne Hyperthermie durch Anästhesie;Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert
T88.4;Misslungene oder schwierige Intubation;Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert
T88.5;Sonstige Komplikationen infolge Anästhesie;Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert
T88.6;Anaphylaktischer Schock als unerwünschte Nebenwirkung eines indikationsgerechten Arzneimittels oder einer indikationsgerechten Droge bei ordnungsgemäßer Verabreichung;Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert
T88.7;Nicht näher bezeichnete unerwünschte Nebenwirkung eines Arzneimittels oder einer Droge;Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert
T88.8;Sonstige näher bezeichnete Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert;Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert
T88.9;Komplikation bei chirurgischen Eingriffen und medizinischer Behandlung, nicht näher bezeichnet;Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert
T89.-;Sonstige näher bezeichnete Komplikationen eines Traumas;Sonstige näher bezeichnete Komplikationen eines Traumas
T89.0-;Komplikationen einer offenen Wunde;Sonstige näher bezeichnete Komplikationen eines Traumas
T89.00;Komplikationen einer offenen Wunde: Nicht näher bezeichnet;Sonstige näher bezeichnete Komplikationen eines Traumas
T89.01;Komplikationen einer offenen Wunde: Fremdkörper (mit oder ohne Infektion);Sonstige näher bezeichnete Komplikationen eines Traumas
T89.02;Komplikationen einer offenen Wunde: Infektion;Sonstige näher bezeichnete Komplikationen eines Traumas
T89.03;Komplikationen einer offenen Wunde: Sonstige;Sonstige näher bezeichnete Komplikationen eines Traumas
T90.-;Folgen von Verletzungen des Kopfes;Folgen von Verletzungen des Kopfes
T90.0;Folgen einer oberflächlichen Verletzung des Kopfes;Folgen von Verletzungen des Kopfes
T90.1;Folgen einer offenen Wunde des Kopfes;Folgen von Verletzungen des Kopfes
T90.2;Folgen einer Fraktur des Schädels und der Gesichtsschädelknochen;Folgen von Verletzungen des Kopfes
T90.3;Folgen einer Verletzung der Hirnnerven;Folgen von Verletzungen des Kopfes
T90.4;Folgen einer Verletzung des Auges und der Orbita;Folgen von Verletzungen des Kopfes
T90.5;Folgen einer intrakraniellen Verletzung;Folgen von Verletzungen des Kopfes
T90.8;Folgen sonstiger näher bezeichneter Verletzungen des Kopfes;Folgen von Verletzungen des Kopfes
T90.9;Folgen einer nicht näher bezeichneten Verletzung des Kopfes;Folgen von Verletzungen des Kopfes
T91.-;Folgen von Verletzungen des Halses und des Rumpfes;Folgen von Verletzungen des Halses und des Rumpfes
T91.0;Folgen einer oberflächlichen Verletzung und einer offenen Wunde des Halses und des Rumpfes;Folgen von Verletzungen des Halses und des Rumpfes
T91.1;Folgen einer Fraktur der Wirbelsäule;Folgen von Verletzungen des Halses und des Rumpfes
T91.2;Folgen einer sonstigen Fraktur des Thorax und des Beckens;Folgen von Verletzungen des Halses und des Rumpfes
T91.3;Folgen einer Verletzung des Rückenmarkes;Folgen von Verletzungen des Halses und des Rumpfes
T91.4;Folgen einer Verletzung der intrathorakalen Organe;Folgen von Verletzungen des Halses und des Rumpfes
T91.5;Folgen einer Verletzung der intraabdominalen Organe und der Beckenorgane;Folgen von Verletzungen des Halses und des Rumpfes
T91.8;Folgen sonstiger näher bezeichneter Verletzungen des Halses und des Rumpfes;Folgen von Verletzungen des Halses und des Rumpfes
T91.9;Folgen einer nicht näher bezeichneten Verletzung des Halses und des Rumpfes;Folgen von Verletzungen des Halses und des Rumpfes
T92.-;Folgen von Verletzungen der oberen Extremität;Folgen von Verletzungen der oberen Extremität
T92.0;Folgen einer offenen Wunde der oberen Extremität;Folgen von Verletzungen der oberen Extremität
T92.1;Folgen einer Fraktur des Armes;Folgen von Verletzungen der oberen Extremität
T92.2;Folgen einer Fraktur in Höhe des Handgelenkes und der Hand;Folgen von Verletzungen der oberen Extremität
T92.3;Folgen einer Luxation, Verstauchung oder Zerrung der oberen Extremität;Folgen von Verletzungen der oberen Extremität
T92.4;Folgen einer Verletzung von Nerven der oberen Extremität;Folgen von Verletzungen der oberen Extremität
T92.5;Folgen einer Verletzung von Muskeln und Sehnen der oberen Extremität;Folgen von Verletzungen der oberen Extremität
T92.6;Folgen einer Zerquetschung oder einer traumatischen Amputation der oberen Extremität;Folgen von Verletzungen der oberen Extremität
T92.8;Folgen sonstiger näher bezeichneter Verletzungen der oberen Extremität;Folgen von Verletzungen der oberen Extremität
T92.9;Folgen einer nicht näher bezeichneten Verletzung der oberen Extremität;Folgen von Verletzungen der oberen Extremität
T93.-;Folgen von Verletzungen der unteren Extremität;Folgen von Verletzungen der unteren Extremität
T93.0;Folgen einer offenen Wunde der unteren Extremität;Folgen von Verletzungen der unteren Extremität
T93.1;Folgen einer Fraktur des Femurs;Folgen von Verletzungen der unteren Extremität
T93.2;Folgen sonstiger Frakturen der unteren Extremität;Folgen von Verletzungen der unteren Extremität
T93.3;Folgen einer Luxation, Verstauchung oder Zerrung der unteren Extremität;Folgen von Verletzungen der unteren Extremität
T93.4;Folgen einer Verletzung von Nerven der unteren Extremität;Folgen von Verletzungen der unteren Extremität
T93.5;Folgen einer Verletzung von Muskeln und Sehnen der unteren Extremität;Folgen von Verletzungen der unteren Extremität
T93.6;Folgen einer Zerquetschung oder einer traumatischen Amputation der unteren Extremität;Folgen von Verletzungen der unteren Extremität
T93.8;Folgen sonstiger näher bezeichneter Verletzungen der unteren Extremität;Folgen von Verletzungen der unteren Extremität
T93.9;Folgen einer nicht näher bezeichneten Verletzung der unteren Extremität;Folgen von Verletzungen der unteren Extremität
T94.-;Folgen von Verletzungen mehrerer oder nicht näher bezeichneter Körperregionen;Folgen von Verletzungen mehrerer oder nicht näher bezeichneter Körperregionen
T94.0;Folgen von Verletzungen mehrerer Körperregionen;Folgen von Verletzungen mehrerer oder nicht näher bezeichneter Körperregionen
T94.1;Folgen von Verletzungen nicht näher bezeichneter Körperregionen;Folgen von Verletzungen mehrerer oder nicht näher bezeichneter Körperregionen
T95.-;Folgen von Verbrennungen, Verätzungen oder Erfrierungen;Folgen von Verbrennungen, Verätzungen oder Erfrierungen
T95.0;Folgen einer Verbrennung, Verätzung oder Erfrierung des Kopfes oder des Halses;Folgen von Verbrennungen, Verätzungen oder Erfrierungen
T95.1;Folgen einer Verbrennung, Verätzung oder Erfrierung des Rumpfes;Folgen von Verbrennungen, Verätzungen oder Erfrierungen
T95.2;Folgen einer Verbrennung, Verätzung oder Erfrierung der oberen Extremität;Folgen von Verbrennungen, Verätzungen oder Erfrierungen
T95.3;Folgen einer Verbrennung, Verätzung oder Erfrierung der unteren Extremität;Folgen von Verbrennungen, Verätzungen oder Erfrierungen
T95.4;Folgen einer Verbrennung oder Verätzung, die nur nach der Größe der betroffenen Körperoberfläche klassifizierbar ist;Folgen von Verbrennungen, Verätzungen oder Erfrierungen
T95.8;Folgen einer sonstigen näher bezeichneten Verbrennung, Verätzung oder Erfrierung;Folgen von Verbrennungen, Verätzungen oder Erfrierungen
T95.9;Folgen einer nicht näher bezeichneten Verbrennung, Verätzung oder Erfrierung;Folgen von Verbrennungen, Verätzungen oder Erfrierungen
T96;Folgen einer Vergiftung durch Arzneimittel, Drogen und biologisch aktive Substanzen;Folgen einer Vergiftung durch Arzneimittel, Drogen und biologisch aktive Substanzen
T97;Folgen toxischer Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen;Folgen toxischer Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen
T98.-;Folgen sonstiger und nicht näher bezeichneter Wirkungen äußerer Ursachen;Folgen sonstiger und nicht näher bezeichneter Wirkungen äußerer Ursachen
T98.0;Folgen der Auswirkungen von Fremdkörpern in natürlichen Körperöffnungen;Folgen sonstiger und nicht näher bezeichneter Wirkungen äußerer Ursachen
T98.1;Folgen sonstiger und nicht näher bezeichneter Schäden durch äußere Ursachen;Folgen sonstiger und nicht näher bezeichneter Wirkungen äußerer Ursachen
T98.2;Folgen bestimmter Frühkomplikationen eines Traumas;Folgen sonstiger und nicht näher bezeichneter Wirkungen äußerer Ursachen
T98.3;Folgen von Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert;Folgen sonstiger und nicht näher bezeichneter Wirkungen äußerer Ursachen
V99!;Transportmittelunfall;Transportmittelunfall
W49.-!;Exposition gegenüber mechanischen Kräften unbelebter Objekte;Exposition gegenüber mechanischen Kräften unbelebter Objekte
W49.9!;Unfall durch Exposition gegenüber mechanischen Kräften unbelebter Objekte;Exposition gegenüber mechanischen Kräften unbelebter Objekte
W64.-!;Exposition gegenüber mechanischen Kräften belebter Objekte;Exposition gegenüber mechanischen Kräften belebter Objekte
W64.9!;Unfall durch Exposition gegenüber mechanischen Kräften belebter Objekte;Exposition gegenüber mechanischen Kräften belebter Objekte
W87.-!;Exposition gegenüber elektrischem Strom;Exposition gegenüber elektrischem Strom
W87.9!;Unfall durch elektrischen Strom;Exposition gegenüber elektrischem Strom
W91.-!;Exposition gegenüber Strahlung;Exposition gegenüber Strahlung
W91.9!;Strahlenunfall;Exposition gegenüber Strahlung
W92.-!;Exposition gegenüber übermäßiger, künstlich erzeugter Hitze;Exposition gegenüber übermäßiger, künstlich erzeugter Hitze
W92.9!;Unfall durch künstliche Hitze;Exposition gegenüber übermäßiger, künstlich erzeugter Hitze
W93.-!;Exposition gegenüber übermäßiger, künstlich erzeugter Kälte;Exposition gegenüber übermäßiger, künstlich erzeugter Kälte
W93.9!;Unfall durch künstliche Kälte;Exposition gegenüber übermäßiger, künstlich erzeugter Kälte
W94.-!;Exposition gegenüber hohem oder niedrigem Luftdruck oder Luftdruckwechsel;Exposition gegenüber hohem oder niedrigem Luftdruck oder Luftdruckwechsel
W94.9!;Unfall durch Luftdruckwechsel;Exposition gegenüber hohem oder niedrigem Luftdruck oder Luftdruckwechsel
X19.-!;Verbrennung oder Verbrühung durch Hitze oder heiße Substanzen;Verbrennung oder Verbrühung durch Hitze oder heiße Substanzen
X19.9!;Verbrennung oder Verbrühung durch Hitze oder heiße Substanzen;Verbrennung oder Verbrühung durch Hitze oder heiße Substanzen
X29.-!;Kontakt mit giftigen Tieren und Pflanzen;Kontakt mit giftigen Tieren und Pflanzen
X29.9!;Unfall durch Kontakt mit giftigen Pflanzen oder Tieren;Kontakt mit giftigen Tieren und Pflanzen
X49.-!;Akzidentelle Vergiftung durch und Exposition gegenüber schädliche(n) Substanzen;Akzidentelle Vergiftung durch und Exposition gegenüber schädliche(n) Substanzen
X49.9!;Akzidentelle Vergiftung;Akzidentelle Vergiftung durch und Exposition gegenüber schädliche(n) Substanzen
X59.-!;Akzidentelle Exposition gegenüber sonstigen und nicht näher bezeichneten Faktoren;Akzidentelle Exposition gegenüber sonstigen und nicht näher bezeichneten Faktoren
X59.9!;Sonstiger und nicht näher bezeichneter Unfall;Akzidentelle Exposition gegenüber sonstigen und nicht näher bezeichneten Faktoren
X84.-!;Absichtliche Selbstbeschädigung;Absichtliche Selbstbeschädigung
X84.9!;Absichtliche Selbstbeschädigung;Absichtliche Selbstbeschädigung
Y09.-!;Tätlicher Angriff;Tätlicher Angriff
Y09.9!;Tätlicher Angriff;Tätlicher Angriff
Y34.-!;Nicht näher bezeichnetes Ereignis, Umstände unbestimmt;Nicht näher bezeichnetes Ereignis, Umstände unbestimmt
Y34.9!;Nicht näher bezeichnetes Ereignis, Umstände unbestimmt;Nicht näher bezeichnetes Ereignis, Umstände unbestimmt
Y35.-!;Verletzungen bei gesetzlichen Maßnahmen;Verletzungen bei gesetzlichen Maßnahmen
Y35.7!;Verletzung bei gesetzlichen Maßnahmen;Verletzungen bei gesetzlichen Maßnahmen
Y36.-!;Verletzungen durch Kriegshandlungen;Verletzungen durch Kriegshandlungen
Y36.9!;Verletzungen durch Kriegshandlungen;Verletzungen durch Kriegshandlungen
Y57.-!;Unerwünschte Nebenwirkungen bei therapeutischer Anwendung von Arzneimitteln und Drogen;Unerwünschte Nebenwirkungen bei therapeutischer Anwendung von Arzneimitteln und Drogen
Y57.9!;Komplikationen durch Arzneimittel oder Drogen;Unerwünschte Nebenwirkungen bei therapeutischer Anwendung von Arzneimitteln und Drogen
Y59.-!;Unerwünschte Nebenwirkungen bei therapeutischer Anwendung von Impfstoffen oder biologisch aktiven Substanzen;Unerwünschte Nebenwirkungen bei therapeutischer Anwendung von Impfstoffen oder biologisch aktiven Substanzen
Y59.9!;Komplikationen durch Impfstoffe oder biologisch aktive Substanzen;Unerwünschte Nebenwirkungen bei therapeutischer Anwendung von Impfstoffen oder biologisch aktiven Substanzen
Y69!;Zwischenfälle bei chirurgischem Eingriff und medizinischer Behandlung;Zwischenfälle bei chirurgischem Eingriff und medizinischer Behandlung
Y82.-!;Medizintechnische Geräte und Produkte im Zusammenhang mit Zwischenfällen bei diagnostischer und therapeutischer Anwendung;Medizintechnische Geräte und Produkte im Zusammenhang mit Zwischenfällen bei diagnostischer und therapeutischer Anwendung
Y82.8!;Zwischenfälle durch medizintechnische Geräte und Produkte;Medizintechnische Geräte und Produkte im Zusammenhang mit Zwischenfällen bei diagnostischer und therapeutischer Anwendung
Y84.-!;Chirurgische und sonstige medizinische Maßnahmen als Ursache einer abnormen Reaktion eines Patienten oder einer späteren Komplikation, ohne Angabe eines Zwischenfalls zum Zeitpunkt der Durchführung der Maßnahme;Chirurgische und sonstige medizinische Maßnahmen als Ursache einer abnormen Reaktion eines Patienten oder einer späteren Komplikation, ohne Angabe eines Zwischenfalls zum Zeitpunkt der Durchführung der Maßnahme
Y84.9!;Zwischenfälle durch medizinische Maßnahmen, nicht näher bezeichnet;Chirurgische und sonstige medizinische Maßnahmen als Ursache einer abnormen Reaktion eines Patienten oder einer späteren Komplikation, ohne Angabe eines Zwischenfalls zum Zeitpunkt der Durchführung der Maßnahme
Z00.-;Allgemeinuntersuchung und Abklärung bei Personen ohne Beschwerden oder angegebene Diagnose;Allgemeinuntersuchung und Abklärung bei Personen ohne Beschwerden oder angegebene Diagnose
Z00.0;Ärztliche Allgemeinuntersuchung;Allgemeinuntersuchung und Abklärung bei Personen ohne Beschwerden oder angegebene Diagnose
Z00.1;Gesundheitsvorsorgeuntersuchung eines Kindes;Allgemeinuntersuchung und Abklärung bei Personen ohne Beschwerden oder angegebene Diagnose
Z00.2;Untersuchung aufgrund eines Wachstumsschubes in der Kindheit;Allgemeinuntersuchung und Abklärung bei Personen ohne Beschwerden oder angegebene Diagnose
Z00.3;Untersuchung aufgrund des Entwicklungsstandes während der Adoleszenz;Allgemeinuntersuchung und Abklärung bei Personen ohne Beschwerden oder angegebene Diagnose
Z00.4;Allgemeine psychiatrische Untersuchung, anderenorts nicht klassifiziert;Allgemeinuntersuchung und Abklärung bei Personen ohne Beschwerden oder angegebene Diagnose
Z00.5;Untersuchung eines potentiellen Organ- oder Gewebespenders;Allgemeinuntersuchung und Abklärung bei Personen ohne Beschwerden oder angegebene Diagnose
Z00.6;Untersuchung von Personen zu Vergleichs- und Kontrollzwecken im Rahmen klinischer Forschungsprogramme;Allgemeinuntersuchung und Abklärung bei Personen ohne Beschwerden oder angegebene Diagnose
Z00.8;Sonstige Allgemeinuntersuchungen;Allgemeinuntersuchung und Abklärung bei Personen ohne Beschwerden oder angegebene Diagnose
Z01.-;Sonstige spezielle Untersuchungen und Abklärungen bei Personen ohne Beschwerden oder angegebene Diagnose;Sonstige spezielle Untersuchungen und Abklärungen bei Personen ohne Beschwerden oder angegebene Diagnose
Z01.0;Visusprüfung und Untersuchung der Augen;Sonstige spezielle Untersuchungen und Abklärungen bei Personen ohne Beschwerden oder angegebene Diagnose
Z01.1;Hörprüfung und Untersuchung der Ohren;Sonstige spezielle Untersuchungen und Abklärungen bei Personen ohne Beschwerden oder angegebene Diagnose
Z01.2;Untersuchung der Zähne;Sonstige spezielle Untersuchungen und Abklärungen bei Personen ohne Beschwerden oder angegebene Diagnose
Z01.3;Messung des Blutdrucks;Sonstige spezielle Untersuchungen und Abklärungen bei Personen ohne Beschwerden oder angegebene Diagnose
Z01.4;Gynäkologische Untersuchung (allgemein) (routinemäßig);Sonstige spezielle Untersuchungen und Abklärungen bei Personen ohne Beschwerden oder angegebene Diagnose
Z01.5;Diagnostische Haut- und Sensibilisierungstestung;Sonstige spezielle Untersuchungen und Abklärungen bei Personen ohne Beschwerden oder angegebene Diagnose
Z01.6;Röntgenuntersuchung, anderenorts nicht klassifiziert;Sonstige spezielle Untersuchungen und Abklärungen bei Personen ohne Beschwerden oder angegebene Diagnose
Z01.7;Laboruntersuchung;Sonstige spezielle Untersuchungen und Abklärungen bei Personen ohne Beschwerden oder angegebene Diagnose
Z01.8-;Sonstige näher bezeichnete spezielle Untersuchungen;Sonstige spezielle Untersuchungen und Abklärungen bei Personen ohne Beschwerden oder angegebene Diagnose
Z01.80;Abklärung einer Disposition für maligne Herzrhythmusstörungen;Sonstige spezielle Untersuchungen und Abklärungen bei Personen ohne Beschwerden oder angegebene Diagnose
Z01.81;Abklärung einer Disposition für Kardiomyopathien;Sonstige spezielle Untersuchungen und Abklärungen bei Personen ohne Beschwerden oder angegebene Diagnose
Z01.88;Sonstige näher bezeichnete spezielle Untersuchungen;Sonstige spezielle Untersuchungen und Abklärungen bei Personen ohne Beschwerden oder angegebene Diagnose
Z01.9;Spezielle Untersuchung, nicht näher bezeichnet;Sonstige spezielle Untersuchungen und Abklärungen bei Personen ohne Beschwerden oder angegebene Diagnose
Z02;Untersuchung und Konsultation aus administrativen Gründen;Untersuchung und Konsultation aus administrativen Gründen
Z03.-;Ärztliche Beobachtung und Beurteilung von Verdachtsfällen, Verdacht ausgeschlossen;Ärztliche Beobachtung und Beurteilung von Verdachtsfällen, Verdacht ausgeschlossen
Z03.0;Beobachtung bei Verdacht auf Tuberkulose;Ärztliche Beobachtung und Beurteilung von Verdachtsfällen, Verdacht ausgeschlossen
Z03.1;Beobachtung bei Verdacht auf bösartige Neubildung;Ärztliche Beobachtung und Beurteilung von Verdachtsfällen, Verdacht ausgeschlossen
Z03.2;Beobachtung bei Verdacht auf psychische Krankheiten oder Verhaltensstörungen;Ärztliche Beobachtung und Beurteilung von Verdachtsfällen, Verdacht ausgeschlossen
Z03.3;Beobachtung bei Verdacht auf neurologische Krankheit;Ärztliche Beobachtung und Beurteilung von Verdachtsfällen, Verdacht ausgeschlossen
Z03.4;Beobachtung bei Verdacht auf Herzinfarkt;Ärztliche Beobachtung und Beurteilung von Verdachtsfällen, Verdacht ausgeschlossen
Z03.5;Beobachtung bei Verdacht auf sonstige kardiovaskuläre Krankheiten;Ärztliche Beobachtung und Beurteilung von Verdachtsfällen, Verdacht ausgeschlossen
Z03.6;Beobachtung bei Verdacht auf toxische Wirkung von aufgenommenen Substanzen;Ärztliche Beobachtung und Beurteilung von Verdachtsfällen, Verdacht ausgeschlossen
Z03.8;Beobachtung bei sonstigen Verdachtsfällen;Ärztliche Beobachtung und Beurteilung von Verdachtsfällen, Verdacht ausgeschlossen
Z03.9;Beobachtung bei Verdachtsfall, nicht näher bezeichnet;Ärztliche Beobachtung und Beurteilung von Verdachtsfällen, Verdacht ausgeschlossen
Z04.-;Untersuchung und Beobachtung aus sonstigen Gründen;Untersuchung und Beobachtung aus sonstigen Gründen
Z04.1;Untersuchung und Beobachtung nach Transportmittelunfall;Untersuchung und Beobachtung aus sonstigen Gründen
Z04.2;Untersuchung und Beobachtung nach Arbeitsunfall;Untersuchung und Beobachtung aus sonstigen Gründen
Z04.3;Untersuchung und Beobachtung nach anderem Unfall;Untersuchung und Beobachtung aus sonstigen Gründen
Z04.5;Untersuchung und Beobachtung nach durch eine Person zugefügter Verletzung;Untersuchung und Beobachtung aus sonstigen Gründen
Z04.8;Untersuchung und Beobachtung aus sonstigen näher bezeichneten Gründen;Untersuchung und Beobachtung aus sonstigen Gründen
Z04.9;Untersuchung und Beobachtung aus nicht näher bezeichnetem Grund;Untersuchung und Beobachtung aus sonstigen Gründen
Z08.-;Nachuntersuchung nach Behandlung wegen bösartiger Neubildung;Nachuntersuchung nach Behandlung wegen bösartiger Neubildung
Z08.0;Nachuntersuchung nach chirurgischem Eingriff wegen bösartiger Neubildung;Nachuntersuchung nach Behandlung wegen bösartiger Neubildung
Z08.1;Nachuntersuchung nach Strahlentherapie wegen bösartiger Neubildung;Nachuntersuchung nach Behandlung wegen bösartiger Neubildung
Z08.2;Nachuntersuchung nach Chemotherapie wegen bösartiger Neubildung;Nachuntersuchung nach Behandlung wegen bösartiger Neubildung
Z08.7;Nachuntersuchung nach Kombinationstherapie wegen bösartiger Neubildung;Nachuntersuchung nach Behandlung wegen bösartiger Neubildung
Z08.8;Nachuntersuchung nach sonstiger Behandlung wegen bösartiger Neubildung;Nachuntersuchung nach Behandlung wegen bösartiger Neubildung
Z08.9;Nachuntersuchung nach nicht näher bezeichneter Behandlung wegen bösartiger Neubildung;Nachuntersuchung nach Behandlung wegen bösartiger Neubildung
Z09.-;Nachuntersuchung nach Behandlung wegen anderer Krankheitszustände außer bösartigen Neubildungen;Nachuntersuchung nach Behandlung wegen anderer Krankheitszustände außer bösartigen Neubildungen
Z09.0;Nachuntersuchung nach chirurgischem Eingriff wegen anderer Krankheitszustände;Nachuntersuchung nach Behandlung wegen anderer Krankheitszustände außer bösartigen Neubildungen
Z09.1;Nachuntersuchung nach Strahlentherapie wegen anderer Krankheitszustände;Nachuntersuchung nach Behandlung wegen anderer Krankheitszustände außer bösartigen Neubildungen
Z09.2;Nachuntersuchung nach Chemotherapie wegen anderer Krankheitszustände;Nachuntersuchung nach Behandlung wegen anderer Krankheitszustände außer bösartigen Neubildungen
Z09.3;Nachuntersuchung nach Psychotherapie;Nachuntersuchung nach Behandlung wegen anderer Krankheitszustände außer bösartigen Neubildungen
Z09.4;Nachuntersuchung nach Frakturbehandlung;Nachuntersuchung nach Behandlung wegen anderer Krankheitszustände außer bösartigen Neubildungen
Z09.7;Nachuntersuchung nach Kombinationsbehandlung wegen anderer Krankheitszustände;Nachuntersuchung nach Behandlung wegen anderer Krankheitszustände außer bösartigen Neubildungen
Z09.8-;Nachuntersuchung nach sonstiger Behandlung wegen anderer Krankheitszustände;Nachuntersuchung nach Behandlung wegen anderer Krankheitszustände außer bösartigen Neubildungen
Z09.80;Nachuntersuchung nach Organtransplantation;Nachuntersuchung nach Behandlung wegen anderer Krankheitszustände außer bösartigen Neubildungen
Z09.88;Nachuntersuchung nach sonstiger Behandlung wegen anderer Krankheitszustände;Nachuntersuchung nach Behandlung wegen anderer Krankheitszustände außer bösartigen Neubildungen
Z09.9;Nachuntersuchung nach nicht näher bezeichneter Behandlung wegen anderer Krankheitszustände;Nachuntersuchung nach Behandlung wegen anderer Krankheitszustände außer bösartigen Neubildungen
Z10;Allgemeine Reihenuntersuchung bestimmter Bevölkerungsgruppen;Allgemeine Reihenuntersuchung bestimmter Bevölkerungsgruppen
Z11;Spezielle Verfahren zur Untersuchung auf infektiöse und parasitäre Krankheiten;Spezielle Verfahren zur Untersuchung auf infektiöse und parasitäre Krankheiten
Z12.-;Spezielle Verfahren zur Untersuchung auf Neubildungen;Spezielle Verfahren zur Untersuchung auf Neubildungen
Z12.0;Spezielle Verfahren zur Untersuchung auf Neubildung des Magens;Spezielle Verfahren zur Untersuchung auf Neubildungen
Z12.1;Spezielle Verfahren zur Untersuchung auf Neubildung des Darmtraktes;Spezielle Verfahren zur Untersuchung auf Neubildungen
Z12.2;Spezielle Verfahren zur Untersuchung auf Neubildung der Atmungsorgane;Spezielle Verfahren zur Untersuchung auf Neubildungen
Z12.3;Spezielle Verfahren zur Untersuchung auf Neubildung der Mamma [Brustdrüse];Spezielle Verfahren zur Untersuchung auf Neubildungen
Z12.4;Spezielle Verfahren zur Untersuchung auf Neubildung der Cervix uteri;Spezielle Verfahren zur Untersuchung auf Neubildungen
Z12.5;Spezielle Verfahren zur Untersuchung auf Neubildung der Prostata;Spezielle Verfahren zur Untersuchung auf Neubildungen
